Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
1, 10.0 10.0 10.0 10.0 10.0, 10,     , nan
1, 10.0 10.0 10.0 10.0 10.0, 10,     , nan
