Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
15, 6.56 0 5.05 1.00 1.63, 2.848,  100   , 100
